31.858319846672924,117.2549931985935,梅山路--安农大
31.858628293184935,117.2557715144814,梅山路--安农大
31.85885947221927,117.25651307225426,梅山路--安农大
31.85916371855383,117.2572649500722,梅山路--安农大
31.85952756882459,117.25818062755698,梅山路--安农大
31.859958175173315,117.25945182872816,梅山路--安农大


31.861179935656125,117.26285356507717,环城西路--三孝口
31.861611434563446,117.26411202557321,环城西路--三孝口
31.86201890411113,117.26522142559071,环城西路--三孝口
31.862514209282207,117.26671564301802,环城西路--三孝口


31.863128931035355,117.26998839618665,金寨路--桐城路
31.863396970752287,117.27113737631329,金寨路--桐城路
31.863577025655374,117.27210880013104,金寨路--桐城路
31.863660649940762,117.27294198798978,金寨路--桐城路
31.86376299032138,117.27387060011125,金寨路--桐城路
31.863826900647048,117.2747426326721,金寨路--桐城路

31.863467425133905,117.28156828703958,徽州大道--东方商城
31.863454349073184,117.2825111596522,徽州大道--东方商城
31.863487234573764,117.28348061330452,徽州大道--东方商城
31.863586273244145,117.28453672937638,徽州大道--东方商城
31.86380816875634,117.28575938512728,徽州大道--东方商城
31.863954882158254,117.286923369396,徽州大道--东方商城
31.86407203267027,117.28808137304897,徽州大道--东方商城
31.864243665230717,117.28924382725299,徽州大道--东方商城
31.864353840586887,117.29023652218797,徽州大道--东方商城
31.8643267143898,117.2913547398119,徽州大道--东方商城
31.864293689252936,117.29239161718019,徽州大道--东方商城
31.86428879632231,117.29346849454714,徽州大道--东方商城
31.864101260308832,117.29476770217295,徽州大道--东方商城
31.863901749243233,117.2958179040281,徽州大道--东方商城
31.863685933579998,117.29694177993184,徽州大道--东方商城
31.863669486318436,117.29818231043724,徽州大道--东方商城
31.863913924190328,117.29900622732364,徽州大道--东方商城
31.864062180627688,117.30031514294025,徽州大道--东方商城
31.864235553340322,117.30132311100878,徽州大道--东方商城
31.864387002305065,117.30215327287935,徽州大道--东方商城
