08-00-28-12-dc-d0	3151.8212	11717.8322	2013-06-18 12:04:19	
08-00-28-12-dc-d0	3151.8296	11717.7940	2013-06-18 12:04:24	
08-00-28-12-dc-d0	3151.8388	11717.7562	2013-06-18 12:04:29	
08-00-28-12-dc-d0	3151.8473	11717.7171	2013-06-18 12:04:34	
08-00-28-12-dc-d0	3151.8544	11717.6753	2013-06-18 12:04:39	
08-00-28-12-dc-d0	3151.8640	11717.6301	2013-06-18 12:04:44	
08-00-28-12-dc-d0	3151.8682	11717.5923	2013-06-18 12:04:49	
08-00-28-12-dc-d0	3151.8651	11717.5583	2013-06-18 12:04:54	
08-00-28-12-dc-d0	3151.8654	11717.5209	2013-06-18 12:04:59	
08-00-28-12-dc-d0	3151.8656	11717.4879	2013-06-18 12:05:04	
08-00-28-12-dc-d0	3151.8668	11717.4724	2013-06-18 12:05:09	
08-00-28-12-dc-d0	3151.8669	11717.4568	2013-06-18 12:05:14	
08-00-28-12-dc-d0	3151.8662	11717.4339	2013-06-18 12:05:19	
08-00-28-12-dc-d0	3151.8655	11717.4033	2013-06-18 12:05:24	
08-00-28-12-dc-d0	3151.8630	11717.3745	2013-06-18 12:05:29	
08-00-28-12-dc-d0	3151.8637	11717.3658	2013-06-18 12:05:34	
08-00-28-12-dc-d0	3151.8637	11717.3657	2013-06-18 12:05:39	
08-00-28-12-dc-d0	3151.8638	11717.3656	2013-06-18 12:05:44	
08-00-28-12-dc-d0	3151.8653	11717.3610	2013-06-18 12:05:49	
08-00-28-12-dc-d0	3151.8644	11717.3488	2013-06-18 12:05:54	
08-00-28-12-dc-d0	3151.8606	11717.3307	2013-06-18 12:05:59	
08-00-28-12-dc-d0	3151.8568	11717.3025	2013-06-18 12:06:04	
08-00-28-12-dc-d0	3151.8529	11717.2673	2013-06-18 12:06:09	
08-00-28-12-dc-d0	3151.8472	11717.2312	2013-06-18 12:06:14	
08-00-28-12-dc-d0	3151.8424	11717.1916	2013-06-18 12:06:19	
08-00-28-12-dc-d0	3151.8376	11717.1532	2013-06-18 12:06:24	
08-00-28-12-dc-d0	3151.8315	11717.1195	2013-06-18 12:06:29	
08-00-28-12-dc-d0	3151.8258	11717.0879	2013-06-18 12:06:34	
08-00-28-12-dc-d0	3151.8216	11717.0607	2013-06-18 12:06:39	
08-00-28-12-dc-d0	3151.8192	11717.0387	2013-06-18 12:06:44	
08-00-28-12-dc-d0	3151.8184	11717.0264	2013-06-18 12:06:49	
08-00-28-12-dc-d0	3151.8184	11717.0260	2013-06-18 12:06:54	
08-00-28-12-dc-d0	3151.8184	11717.0259	2013-06-18 12:06:59	
08-00-28-12-dc-d0	3151.8194	11717.0223	2013-06-18 12:07:04	
08-00-28-12-dc-d0	3151.8190	11717.0150	2013-06-18 12:07:09	
08-00-28-12-dc-d0	3151.8169	11716.9907	2013-06-18 12:07:14	
08-00-28-12-dc-d0	3151.8161	11716.9596	2013-06-18 12:07:19	
08-00-28-12-dc-d0	3151.8185	11716.9281	2013-06-18 12:07:24	
08-00-28-12-dc-d0	3151.8188	11716.9057	2013-06-18 12:07:29	
08-00-28-12-dc-d0	3151.8210	11716.8870	2013-06-18 12:07:34	
08-00-28-12-dc-d0	3151.8229	11716.8677	2013-06-18 12:07:39	
08-00-28-12-dc-d0	3151.8251	11716.8469	2013-06-18 12:07:44	
08-00-28-12-dc-d0	3151.8246	11716.8277	2013-06-18 12:07:49	
08-00-28-12-dc-d0	3151.8255	11716.8171	2013-06-18 12:07:54	
08-00-28-12-dc-d0	3151.8280	11716.8089	2013-06-18 12:07:59	
08-00-28-12-dc-d0	3151.8281	11716.8088	2013-06-18 12:08:04	
08-00-28-12-dc-d0	3151.8283	11716.8086	2013-06-18 12:08:09	
08-00-28-12-dc-d0	3151.8284	11716.8085	2013-06-18 12:08:14	
08-00-28-12-dc-d0	3151.8285	11716.8084	2013-06-18 12:08:19	
08-00-28-12-dc-d0	3151.8313	11716.8028	2013-06-18 12:08:24	
08-00-28-12-dc-d0	3151.8316	11716.7883	2013-06-18 12:08:29	
08-00-28-12-dc-d0	3151.8306	11716.7721	2013-06-18 12:08:34	
08-00-28-12-dc-d0	3151.8311	11716.7596	2013-06-18 12:08:39	
08-00-28-12-dc-d0	3151.8309	11716.7405	2013-06-18 12:08:44	
08-00-28-12-dc-d0	3151.8319	11716.7114	2013-06-18 12:08:49	
08-00-28-12-dc-d0	3151.8321	11716.6724	2013-06-18 12:08:54	
08-00-28-12-dc-d0	3151.8346	11716.6367	2013-06-18 12:08:59	
08-00-28-12-dc-d0	3151.8363	11716.6047	2013-06-18 12:09:04	
08-00-28-12-dc-d0	3151.8353	11716.5839	2013-06-18 12:09:09	
08-00-28-12-dc-d0	3151.8347	11716.5657	2013-06-18 12:09:14	
08-00-28-12-dc-d0	3151.8346	11716.5515	2013-06-18 12:09:19	
08-00-28-12-dc-d0	3151.8367	11716.5382	2013-06-18 12:09:24	
08-00-28-12-dc-d0	3151.8371	11716.5259	2013-06-18 12:09:29	
08-00-28-12-dc-d0	3151.8376	11716.5240	2013-06-18 12:09:34	
08-00-28-12-dc-d0	3151.8377	11716.5236	2013-06-18 12:09:39	
08-00-28-12-dc-d0	3151.8379	11716.5232	2013-06-18 12:09:44	
08-00-28-12-dc-d0	3151.8381	11716.5141	2013-06-18 12:09:49	
08-00-28-12-dc-d0	3151.8384	11716.5092	2013-06-18 12:09:54	
08-00-28-12-dc-d0	3151.8393	11716.4975	2013-06-18 12:09:59	
08-00-28-12-dc-d0	3151.8408	11716.4804	2013-06-18 12:10:04	
08-00-28-12-dc-d0	3151.8380	11716.4593	2013-06-18 12:10:09	
08-00-28-12-dc-d0	3151.8355	11716.4283	2013-06-18 12:10:14	
08-00-28-12-dc-d0	3151.8299	11716.3944	2013-06-18 12:10:19	
08-00-28-12-dc-d0	3151.8266	11716.3626	2013-06-18 12:10:24	
08-00-28-12-dc-d0	3151.8219	11716.3353	2013-06-18 12:10:29	
08-00-28-12-dc-d0	3151.8211	11716.3186	2013-06-18 12:10:34	
08-00-28-12-dc-d0	3151.8211	11716.3186	2013-06-18 12:10:39	
08-00-28-12-dc-d0	3151.8211	11716.3185	2013-06-18 12:10:44	
08-00-28-12-dc-d0	3151.8211	11716.3185	2013-06-18 12:10:49	
08-00-28-12-dc-d0	3151.8211	11716.3184	2013-06-18 12:10:54	
08-00-28-12-dc-d0	3151.8213	11716.3054	2013-06-18 12:10:59	
08-00-28-12-dc-d0	3151.8176	11716.2881	2013-06-18 12:11:04	
08-00-28-12-dc-d0	3151.8113	11716.2666	2013-06-18 12:11:09	
08-00-28-12-dc-d0	3151.8052	11716.2456	2013-06-18 12:11:14	
08-00-28-12-dc-d0	3151.8017	11716.2345	2013-06-18 12:11:19	
08-00-28-12-dc-d0	3151.8019	11716.2328	2013-06-18 12:11:24	
08-00-28-12-dc-d0	3151.8019	11716.2327	2013-06-18 12:11:29	
08-00-28-12-dc-d0	3151.8019	11716.2326	2013-06-18 12:11:34	
08-00-28-12-dc-d0	3151.8019	11716.2324	2013-06-18 12:11:39	
08-00-28-12-dc-d0	3151.8016	11716.2244	2013-06-18 12:11:44	
08-00-28-12-dc-d0	3151.7983	11716.2130	2013-06-18 12:11:49	
08-00-28-12-dc-d0	3151.7955	11716.1962	2013-06-18 12:11:54	
08-00-28-12-dc-d0	3151.7960	11716.1825	2013-06-18 12:11:59	
08-00-28-12-dc-d0	3151.7951	11716.1693	2013-06-18 12:12:04	
08-00-28-12-dc-d0	3151.7942	11716.1435	2013-06-18 12:12:09	
08-00-28-12-dc-d0	3151.7891	11716.1174	2013-06-18 12:12:14	
08-00-28-12-dc-d0	3151.7823	11716.0918	2013-06-18 12:12:19	
08-00-28-12-dc-d0	3151.7770	11716.0632	2013-06-18 12:12:24	
08-00-28-12-dc-d0	3151.7698	11716.0312	2013-06-18 12:12:29	
08-00-28-12-dc-d0	3151.7615	11715.9997	2013-06-18 12:12:34	
08-00-28-12-dc-d0	3151.7520	11715.9748	2013-06-18 12:12:39	
08-00-28-12-dc-d0	3151.7482	11715.9677	2013-06-18 12:12:44	
08-00-28-12-dc-d0	3151.7481	11715.9677	2013-06-18 12:12:49	
08-00-28-12-dc-d0	3151.7472	11715.9607	2013-06-18 12:12:54	
08-00-28-12-dc-d0	3151.7420	11715.9531	2013-06-18 12:12:59	
08-00-28-12-dc-d0	3151.7387	11715.9456	2013-06-18 12:13:04	
08-00-28-12-dc-d0	3151.7388	11715.9455	2013-06-18 12:13:09	
08-00-28-12-dc-d0	3151.7388	11715.9453	2013-06-18 12:13:14	
08-00-28-12-dc-d0	3151.7389	11715.9452	2013-06-18 12:13:19	
08-00-28-12-dc-d0	3151.7384	11715.9367	2013-06-18 12:13:24	
08-00-28-12-dc-d0	3151.7316	11715.9155	2013-06-18 12:13:29	
08-00-28-12-dc-d0	3151.7225	11715.8912	2013-06-18 12:13:34	
08-00-28-12-dc-d0	3151.7089	11715.8612	2013-06-18 12:13:39	
08-00-28-12-dc-d0	3151.6930	11715.8253	2013-06-18 12:13:44	
08-00-28-12-dc-d0	3151.6817	11715.7922	2013-06-18 12:13:49	
08-00-28-12-dc-d0	3151.6761	11715.7713	2013-06-18 12:13:54	
08-00-28-12-dc-d0	3151.6691	11715.7479	2013-06-18 12:13:59	
08-00-28-12-dc-d0	3151.6583	11715.7190	2013-06-18 12:14:04	
08-00-28-12-dc-d0	3151.6489	11715.6909	2013-06-18 12:14:09	
08-00-28-12-dc-d0	3151.6420	11715.6669	2013-06-18 12:14:14	
08-00-28-12-dc-d0	3151.6329	11715.6426	2013-06-18 12:14:19	
08-00-28-12-dc-d0	3151.6248	11715.6182	2013-06-18 12:14:24	
08-00-28-12-dc-d0	3151.6165	11715.5943	2013-06-18 12:14:29	
08-00-28-12-dc-d0	3151.6091	11715.5724	2013-06-18 12:14:34	
08-00-28-12-dc-d0	3151.6002	11715.5480	2013-06-18 12:14:39	
08-00-28-12-dc-d0	3151.5905	11715.5219	2013-06-18 12:14:44	
08-00-28-12-dc-d0	3151.5808	11715.4994	2013-06-18 12:14:49	
08-00-28-12-dc-d0	3151.5756	11715.4836	2013-06-18 12:14:54	
08-00-28-12-dc-d0	3151.5716	11715.4753	2013-06-18 12:14:59	
08-00-28-12-dc-d0	3151.5717	11715.4752	2013-06-18 12:15:04	
08-00-28-12-dc-d0	3151.5717	11715.4751	2013-06-18 12:15:09	
08-00-28-12-dc-d0	3151.5714	11715.4695	2013-06-18 12:15:14	
08-00-28-12-dc-d0	3151.5665	11715.4575	2013-06-18 12:15:19	
08-00-28-12-dc-d0	3151.5586	11715.4401	2013-06-18 12:15:24	
08-00-28-12-dc-d0	3151.5493	11715.4145	2013-06-18 12:15:29	
08-00-28-12-dc-d0	3151.5380	11715.3827	2013-06-18 12:15:34	
08-00-28-12-dc-d0	3151.5280	11715.3567	2013-06-18 12:15:39	
08-00-28-12-dc-d0	3151.5224	11715.3416	2013-06-18 12:15:44	
08-00-28-12-dc-d0	3151.5189	11715.3327	2013-06-18 12:15:49	
08-00-28-12-dc-d0	3151.5183	11715.3315	2013-06-18 12:15:55	
08-00-28-12-dc-d0	3151.5183	11715.3314	2013-06-18 12:15:59	
08-00-28-12-dc-d0	3151.5182	11715.3313	2013-06-18 12:16:05	
08-00-28-12-dc-d0	3151.5181	11715.3312	2013-06-18 12:16:10	
08-00-28-12-dc-d0	3151.5181	11715.3312	2013-06-18 12:16:14	
08-00-28-12-dc-d0	3151.5181	11715.3311	2013-06-18 12:16:20	
08-00-28-12-dc-d0	3151.5180	11715.3310	2013-06-18 12:16:24	
08-00-28-12-dc-d0	3151.5180	11715.3310	2013-06-18 12:16:29	
08-00-28-12-dc-d0	3151.5179	11715.3309	2013-06-18 12:16:35	
08-00-28-12-dc-d0	3151.5178	11715.3308	2013-06-18 12:16:39	
08-00-28-12-dc-d0	3151.5124	11715.3189	2013-06-18 12:16:44	
08-00-28-12-dc-d0	3151.5061	11715.3006	2013-06-18 12:16:49	
08-00-28-12-dc-d0	3151.5028	11715.2892	2013-06-18 12:16:54	
08-00-28-12-dc-d0	3151.5014	11715.2810	2013-06-18 12:16:59	
08-00-28-12-dc-d0	3151.4946	11715.2671	2013-06-18 12:17:04	
08-00-28-12-dc-d0	3151.4909	11715.2550	2013-06-18 12:17:09	
08-00-28-12-dc-d0	3151.4877	11715.2485	2013-06-18 12:17:14	
08-00-28-12-dc-d0	3151.4818	11715.2380	2013-06-18 12:17:19	
08-00-28-12-dc-d0	3151.4804	11715.2153	2013-06-18 12:17:24	
08-00-28-12-dc-d0	3151.4706	11715.1932	2013-06-18 12:17:29	
08-00-28-12-dc-d0	3151.4572	11715.1679	2013-06-18 12:17:34	
08-00-28-12-dc-d0	3151.4454	11715.1409	2013-06-18 12:17:39	
08-00-28-12-dc-d0	3151.4346	11715.1153	2013-06-18 12:17:44	
08-00-28-12-dc-d0	3151.4244	11715.0943	2013-06-18 12:17:49	
08-00-28-12-dc-d0	3151.4177	11715.0805	2013-06-18 12:17:54	
08-00-28-12-dc-d0	3151.4132	11715.0723	2013-06-18 12:17:59	
08-00-28-12-dc-d0	3151.4094	11715.0581	2013-06-18 12:18:04	
08-00-28-12-dc-d0	3151.4061	11715.0438	2013-06-18 12:18:09	
08-00-28-12-dc-d0	3151.3985	11715.0269	2013-06-18 12:18:14	
08-00-28-12-dc-d0	3151.3934	11715.0106	2013-06-18 12:18:19	
08-00-28-12-dc-d0	3151.3910	11715.0035	2013-06-18 12:18:24	
08-00-28-12-dc-d0	3151.3878	11714.9933	2013-06-18 12:18:29	
08-00-28-12-dc-d0	3151.3836	11714.9835	2013-06-18 12:18:34	
08-00-28-12-dc-d0	3151.3785	11714.9716	2013-06-18 12:18:39	
08-00-28-12-dc-d0	3151.3750	11714.9607	2013-06-18 12:18:44	
08-00-28-12-dc-d0	3151.3716	11714.9499	2013-06-18 12:18:49	
08-00-28-12-dc-d0	3151.3710	11714.9461	2013-06-18 12:18:54	
08-00-28-12-dc-d0	3151.3709	11714.9459	2013-06-18 12:18:59	
08-00-28-12-dc-d0	3151.3709	11714.9458	2013-06-18 12:19:04	
08-00-28-12-dc-d0	3151.3709	11714.9457	2013-06-18 12:19:09	
08-00-28-12-dc-d0	3151.3708	11714.9456	2013-06-18 12:19:14	
08-00-28-12-dc-d0	3151.3708	11714.9455	2013-06-18 12:19:19	
08-00-28-12-dc-d0	3151.3708	11714.9454	2013-06-18 12:19:24	
08-00-28-12-dc-d0	3151.3707	11714.9453	2013-06-18 12:19:29	
08-00-28-12-dc-d0	3151.3707	11714.9452	2013-06-18 12:19:34	
08-00-28-12-dc-d0	3151.3697	11714.9401	2013-06-18 12:19:39	
08-00-28-12-dc-d0	3151.3662	11714.9272	2013-06-18 12:19:45	
08-00-28-12-dc-d0	3151.3618	11714.9145	2013-06-18 12:19:49	
08-00-28-12-dc-d0	3151.3581	11714.8976	2013-06-18 12:19:54	
08-00-28-12-dc-d0	3151.3558	11714.8885	2013-06-18 12:19:59	
08-00-28-12-dc-d0	3151.3558	11714.8884	2013-06-18 12:20:04	
08-00-28-12-dc-d0	3151.3558	11714.8883	2013-06-18 12:20:09	
08-00-28-12-dc-d0	3151.3558	11714.8882	2013-06-18 12:20:14	
08-00-28-12-dc-d0	3151.3538	11714.8813	2013-06-18 12:20:19	
08-00-28-12-dc-d0	3151.3495	11714.8680	2013-06-18 12:20:24	
08-00-28-12-dc-d0	3151.3422	11714.8508	2013-06-18 12:20:29	
08-00-28-12-dc-d0	3151.3349	11714.8302	2013-06-18 12:20:34	
08-00-28-12-dc-d0	3151.3274	11714.8063	2013-06-18 12:20:39	
08-00-28-12-dc-d0	3151.3170	11714.7748	2013-06-18 12:20:44	
08-00-28-12-dc-d0	3151.3071	11714.7411	2013-06-18 12:20:49	
08-00-28-12-dc-d0	3151.2953	11714.7065	2013-06-18 12:20:54	
08-00-28-12-dc-d0	3151.2838	11714.6715	2013-06-18 12:20:59	
08-00-28-12-dc-d0	3151.2731	11714.6383	2013-06-18 12:21:04	
08-00-28-12-dc-d0	3151.2646	11714.6085	2013-06-18 12:21:09	
08-00-28-12-dc-d0	3151.2574	11714.5832	2013-06-18 12:21:14	
08-00-28-12-dc-d0	3151.2489	11714.5558	2013-06-18 12:21:19	
08-00-28-12-dc-d0	3151.2442	11714.5270	2013-06-18 12:21:24	
08-00-28-12-dc-d0	3151.2422	11714.4996	2013-06-18 12:21:29	
08-00-28-12-dc-d0	3151.2390	11714.4898	2013-06-18 12:21:34	
08-00-28-12-dc-d0	3151.2390	11714.4898	2013-06-18 12:21:39	
08-00-28-12-dc-d0	3151.2391	11714.4898	2013-06-18 12:21:44	
08-00-28-12-dc-d0	3151.2386	11714.4822	2013-06-18 12:21:49	
08-00-28-12-dc-d0	3151.2351	11714.4650	2013-06-18 12:21:54	
08-00-28-12-dc-d0	3151.2312	11714.4443	2013-06-18 12:21:59	
08-00-28-12-dc-d0	3151.2259	11714.4159	2013-06-18 12:22:04	
08-00-28-12-dc-d0	3151.2200	11714.3840	2013-06-18 12:22:09	
08-00-28-12-dc-d0	3151.2162	11714.3485	2013-06-18 12:22:14	
08-00-28-12-dc-d0	3151.2126	11714.3127	2013-06-18 12:22:19	
08-00-28-12-dc-d0	3151.2099	11714.2746	2013-06-18 12:22:24	
08-00-28-12-dc-d0	3151.2052	11714.2387	2013-06-18 12:22:29	
08-00-28-12-dc-d0	3151.2040	11714.2030	2013-06-18 12:22:34	
08-00-28-12-dc-d0	3151.2023	11714.1743	2013-06-18 12:22:39	
08-00-28-12-dc-d0	3151.2009	11714.1516	2013-06-18 12:22:44	
08-00-28-12-dc-d0	3151.2004	11714.1277	2013-06-18 12:22:49	
08-00-28-12-dc-d0	3151.2001	11714.0988	2013-06-18 12:22:54	
08-00-28-12-dc-d0	3151.2017	11714.0688	2013-06-18 12:22:59	
08-00-28-12-dc-d0	3151.2027	11714.0434	2013-06-18 12:23:04	
08-00-28-12-dc-d0	3151.2044	11714.0329	2013-06-18 12:23:09	
08-00-28-12-dc-d0	3151.2045	11714.0328	2013-06-18 12:23:14	
08-00-28-12-dc-d0	3151.2045	11714.0327	2013-06-18 12:23:19	
08-00-28-12-dc-d0	3151.2046	11714.0326	2013-06-18 12:23:24	
08-00-28-12-dc-d0	3151.2112	11714.0238	2013-06-18 12:23:29	
08-00-28-12-dc-d0	3151.2123	11714.0162	2013-06-18 12:23:34	
08-00-28-12-dc-d0	3151.2120	11714.0046	2013-06-18 12:23:39	
08-00-28-12-dc-d0	3151.2124	11713.9865	2013-06-18 12:23:44	
08-00-28-12-dc-d0	3151.2128	11713.9656	2013-06-18 12:23:49	
08-00-28-12-dc-d0	3151.2142	11713.9369	2013-06-18 12:23:54	
08-00-28-12-dc-d0	3151.2129	11713.9061	2013-06-18 12:23:59	
08-00-28-12-dc-d0	3151.2221	11713.8762	2013-06-18 12:24:04	
08-00-28-12-dc-d0	3151.2288	11713.8729	2013-06-18 12:24:09	
08-00-28-12-dc-d0	3151.2290	11713.8728	2013-06-18 12:24:14	
08-00-28-12-dc-d0	3151.2292	11713.8728	2013-06-18 12:24:19	
08-00-28-12-dc-d0	3151.2294	11713.8728	2013-06-18 12:24:24	
08-00-28-12-dc-d0	3151.2303	11713.8727	2013-06-18 12:24:29	
08-00-28-12-dc-d0	3151.2338	11713.8634	2013-06-18 12:24:34	
08-00-28-12-dc-d0	3151.2376	11713.8550	2013-06-18 12:24:39	
08-00-28-12-dc-d0	3151.2437	11713.8432	2013-06-18 12:24:44	
08-00-28-12-dc-d0	3151.2427	11713.8198	2013-06-18 12:24:49	
08-00-28-12-dc-d0	3151.2395	11713.7848	2013-06-18 12:24:54	
08-00-28-12-dc-d0	3151.2421	11713.7600	2013-06-18 12:24:59	
08-00-28-12-dc-d0	3151.2417	11713.7576	2013-06-18 12:25:04	
08-00-28-12-dc-d0	3151.2414	11713.7569	2013-06-18 12:25:09	
08-00-28-12-dc-d0	3151.2397	11713.7397	2013-06-18 12:25:14	
08-00-28-12-dc-d0	3151.2438	11713.7217	2013-06-18 12:25:19	
08-00-28-12-dc-d0	3151.2473	11713.6979	2013-06-18 12:25:24	
08-00-28-12-dc-d0	3151.2515	11713.6698	2013-06-18 12:25:29	
08-00-28-12-dc-d0	3151.2557	11713.6424	2013-06-18 12:25:34	
08-00-28-12-dc-d0	3151.2603	11713.6191	2013-06-18 12:25:39	
08-00-28-12-dc-d0	3151.2669	11713.6055	2013-06-18 12:25:44	
08-00-28-12-dc-d0	3151.2709	11713.5912	2013-06-18 12:25:49	
08-00-28-12-dc-d0	3151.2739	11713.5784	2013-06-18 12:25:54	
08-00-28-12-dc-d0	3151.2756	11713.5666	2013-06-18 12:25:59	
08-00-28-12-dc-d0	3151.2761	11713.5621	2013-06-18 12:26:04	
08-00-28-12-dc-d0	3151.2762	11713.5621	2013-06-18 12:26:09	
08-00-28-12-dc-d0	3151.2762	11713.5621	2013-06-18 12:26:14	
08-00-28-12-dc-d0	3151.2763	11713.5621	2013-06-18 12:26:19	
08-00-28-12-dc-d0	3151.2776	11713.5558	2013-06-18 12:26:24	
08-00-28-12-dc-d0	3151.2809	11713.5403	2013-06-18 12:26:29	
08-00-28-12-dc-d0	3151.2866	11713.5196	2013-06-18 12:26:34	
08-00-28-12-dc-d0	3151.2943	11713.4954	2013-06-18 12:26:39	
08-00-28-12-dc-d0	3151.3029	11713.4682	2013-06-18 12:26:44	
08-00-28-12-dc-d0	3151.3117	11713.4442	2013-06-18 12:26:49	
08-00-28-12-dc-d0	3151.3169	11713.4262	2013-06-18 12:26:54	
08-00-28-12-dc-d0	3151.3173	11713.4245	2013-06-18 12:26:59	
08-00-28-12-dc-d0	3151.3173	11713.4245	2013-06-18 12:27:04	
08-00-28-12-dc-d0	3151.3202	11713.4237	2013-06-18 12:27:09	
08-00-28-12-dc-d0	3151.3245	11713.4122	2013-06-18 12:27:14	
08-00-28-12-dc-d0	3151.3311	11713.3962	2013-06-18 12:27:19	
08-00-28-12-dc-d0	3151.3368	11713.3759	2013-06-18 12:27:24	
08-00-28-12-dc-d0	3151.3429	11713.3539	2013-06-18 12:27:29	
08-00-28-12-dc-d0	3151.3486	11713.3391	2013-06-18 12:27:34	
08-00-28-12-dc-d0	3151.3549	11713.3322	2013-06-18 12:27:39	
08-00-28-12-dc-d0	3151.3627	11713.3194	2013-06-18 12:27:44	
08-00-28-12-dc-d0	3151.3715	11713.3018	2013-06-18 12:27:49	
08-00-28-12-dc-d0	3151.3803	11713.2759	2013-06-18 12:27:54	
08-00-28-12-dc-d0	3151.3919	11713.2434	2013-06-18 12:27:59	
08-00-28-12-dc-d0	3151.3971	11713.2113	2013-06-18 12:28:04	
08-00-28-12-dc-d0	3151.4013	11713.1853	2013-06-18 12:28:09	
08-00-28-12-dc-d0	3151.4094	11713.1559	2013-06-18 12:28:14	
08-00-28-12-dc-d0	3151.4149	11713.1255	2013-06-18 12:28:19	
08-00-28-12-dc-d0	3151.4191	11713.0987	2013-06-18 12:28:24	
08-00-28-12-dc-d0	3151.4257	11713.0803	2013-06-18 12:28:29	
08-00-28-12-dc-d0	3151.4284	11713.0739	2013-06-18 12:28:34	
08-00-28-12-dc-d0	3151.4285	11713.0738	2013-06-18 12:28:39	
08-00-28-12-dc-d0	3151.4285	11713.0738	2013-06-18 12:28:44	
08-00-28-12-dc-d0	3151.4286	11713.0737	2013-06-18 12:28:49	
08-00-28-12-dc-d0	3151.4287	11713.0736	2013-06-18 12:28:54	
08-00-28-12-dc-d0	3151.4287	11713.0735	2013-06-18 12:28:59	
08-00-28-12-dc-d0	3151.4288	11713.0735	2013-06-18 12:29:04	
08-00-28-12-dc-d0	3151.4288	11713.0734	2013-06-18 12:29:09	
