117.2549932,31.85831985
117.2557715,31.85862829
117.2565131,31.85885947
117.257265 ,31.85916372
117.2581806,31.85952757
117.2594518,31.85995818
117.2628536,31.86117994
117.264112 ,31.86161143
117.2652214,31.8620189
117.2667156,31.86251421
117.2699884,31.86312893
117.2711374,31.86339697
117.2721088,31.86357703
117.272942 ,31.86366065
117.2738706,31.86376299
117.2747426,31.8638269
117.2815683,31.86346743
117.2825112,31.86345435
117.2834806,31.86348723
117.2845367,31.86358627
117.2857594,31.86380817
117.2869234,31.86395488
117.2880814,31.86407203
117.2892438,31.86424367
117.2902365,31.86435384
117.2913547,31.86432671
117.2923916,31.86429369
117.2934685,31.8642888
117.2947677,31.86410126
117.2958179,31.86390175
117.2969418,31.86368593
117.2981823,31.86366949
117.2990062,31.86391392
117.3003151,31.86406218
117.3013231,31.86423555
117.3021533,31.864387
